      Estrella  Planetas_en_Sistema  Distancia(pc) Tipo_Espectral      Temp_K  Radio_Sol  Masa_Sol                                                                                                                                                        Ref_Estrella
     HD 102329      HD 102329 b     778.099980      1.810000   8.160000       8.160000   2593.492800       2593.492800      12.600000           Radial Velocity                                <a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
      WISPIT 1       WISPIT 1 c            NaN    840.000000   5.300000            NaN   1684.490557               NaN      12.800000                   Imaging                                                                                                                                                                 NaN
      TOI-2202       TOI-2202 c      24.674400      0.155440   0.369000            NaN    117.278682               NaN      13.400000 Transit Timing Variations                              <a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>
      TOI-2202       TOI-2202 b      11.912608      0.095640   0.904000            NaN    287.316880               NaN      10.951174                   Transit                                      <a refstr=RICE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..266R/abstract target=ref>Rice et al. 2023</a>
         K2-35          K2-35 b       2.399964      0.031000   0.007240            NaN      2.300000               NaN       1.320000                   Transit                              <a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>
         K2-35          K2-35 c       5.608352      0.055000   0.013800            NaN      4.380000               NaN       1.930000                   Transit                              <a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>
        K2-395         K2-395 c       8.491282           NaN   0.036000            NaN     11.400000               NaN       3.395000                   Transit                       <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
        K2-395         K2-395 b       4.803352           NaN   0.022800            NaN      7.260000               NaN       2.597000                   Transit                       <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
     Kepler-62      Kepler-62 d      18.164060      0.120000   0.044000            NaN     14.000000               NaN       1.950000                   Transit                              <a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>
     Kepler-62      Kepler-62 e     122.387400      0.427000   0.113000            NaN     36.000000               NaN       1.610000                   Transit                              <a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>
     Kepler-62      Kepler-62 b       5.714932      0.055300   0.030000            NaN      9.000000               NaN       1.310000                   Transit                              <a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>
     Kepler-62      Kepler-62 f     267.291000      0.718000   0.110000            NaN     35.000000               NaN       1.410000                   Transit                              <a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>
     Kepler-62      Kepler-62 c      12.441700      0.092900   0.013000            NaN      4.000000               NaN       0.540000                   Transit                              <a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>
    Kepler-158     Kepler-158 d       0.645088           NaN   0.000148            NaN      0.047200               NaN       0.430000                   Transit                                       <a refstr=WANG_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.534.1913W/abstract target=ref>Wang et al. 2024</a>
    Kepler-158     Kepler-158 c      28.551383      0.158000   0.013400            NaN      4.270000               NaN       1.900000                   Transit                                     <a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>
    Kepler-158     Kepler-158 b      16.709184      0.111000   0.016200            NaN      5.140000               NaN       2.120000                   Transit                                     <a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>
         K2-16 EPIC 201754305 d       2.715780           NaN   0.003400            NaN      1.080000               NaN       1.030000                   Transit                                  <a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>
         K2-16          K2-16 c      19.078630      0.122900   0.022000            NaN      6.990000               NaN       2.540000                   Transit                              <a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>
         K2-16          K2-16 b       7.618800      0.066700   0.014900            NaN      4.740000               NaN       2.020000                   Transit                              <a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>
EPIC 212737443 EPIC 212737443 c      65.550000      0.280000   0.024200            NaN      7.700000               NaN       2.690000                   Transit                                  <a refstr=HERATH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488..536H/abstract target=ref>Herath et al. 2019</a>
EPIC 212737443 EPIC 212737443 b      13.603000      0.098000   0.022700            NaN      7.200000               NaN       2.586000                   Transit                                  <a refstr=HERATH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488..536H/abstract target=ref>Herath et al. 2019</a>
    Kepler-167     Kepler-167 e    1071.232050      1.883000   1.010000            NaN    321.006691               NaN      10.160000                   Transit                                <a refstr=CHACHAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926...62C/abstract target=ref>Chachan et al. 2022</a>
    Kepler-167     Kepler-167 d      21.803790      0.140400   0.006490            NaN      2.060000               NaN       1.238000                   Transit                                <a refstr=CHACHAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926...62C/abstract target=ref>Chachan et al. 2022</a>
    Kepler-167     Kepler-167 c       7.406106      0.068400   0.010800            NaN      3.440000               NaN       1.674000                   Transit                                <a refstr=CHACHAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926...62C/abstract target=ref>Chachan et al. 2022</a>
    Kepler-167     Kepler-167 b       4.393154      0.048250   0.011300            NaN      3.600000               NaN       1.718000                   Transit                                <a refstr=CHACHAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926...62C/abstract target=ref>Chachan et al. 2022</a>
      TOI-4504       TOI-4504 b       2.426140      0.033920   0.024300            NaN      7.710000               NaN       2.691000                   Transit                   <a refstr=VITKOVA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...978L..22V/abstract target=ref>V&iacute;tkov&aacute; et al. 2025</a>
      TOI-4504       TOI-4504 d      40.563400      0.221900   1.416600            NaN    450.235721               NaN      13.600000 Transit Timing Variations                   <a refstr=VITKOVA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...978L..22V/abstract target=ref>V&iacute;tkov&aacute; et al. 2025</a>
      TOI-4504       TOI-4504 c      82.972130      0.356900   3.767200            NaN   1197.323175               NaN      11.096891                   Transit                   <a refstr=VITKOVA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...978L..22V/abstract target=ref>V&iacute;tkov&aacute; et al. 2025</a>
     Kepler-80      Kepler-80 g      14.645580           NaN   0.000205            NaN      0.065000               NaN       1.130000                   Transit            <a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>
     Kepler-80      Kepler-80 e       4.644890      0.049100   0.012994            NaN      4.130000               NaN       1.600000                   Transit                            <a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>
     Kepler-80      Kepler-80 d       3.072220      0.037200   0.021238            NaN      6.750000               NaN       1.530000                   Transit                            <a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>
     Kepler-80      Kepler-80 c       9.523550      0.079200   0.021206            NaN      6.740000               NaN       2.740000                   Transit                            <a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>
     Kepler-80      Kepler-80 b       7.052460      0.064800   0.021804            NaN      6.930000               NaN       2.670000                   Transit                            <a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>
      TOI-2525       TOI-2525 c      49.251900      0.249000   0.657000            NaN    208.813263               NaN      10.132919                   Transit                               <a refstr=TRIFONOV_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..179T/abstract target=ref>Trifonov et al. 2023</a>
      TOI-2525       TOI-2525 b      23.285600      0.151100   0.084000            NaN     26.697586               NaN       8.675751                   Transit                               <a refstr=TRIFONOV_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..179T/abstract target=ref>Trifonov et al. 2023</a>
          K2-8           K2-8 b      10.352390      0.085600   0.039400            NaN     12.500000               NaN       3.580000                   Transit                              <a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>
          K2-8           K2-8 c       5.064160      0.053200   0.020100            NaN      6.390000               NaN       2.410000                   Transit                              <a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>
    Kepler-278     Kepler-278 b      30.155600      0.202000   0.176196            NaN     56.000000               NaN       3.955000                   Transit                  <a refstr=JOFR_AMP_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...634A..29J/abstract target=ref>Jofr&eacute; et al. 2020</a>
    Kepler-278     Kepler-278 c      51.111000      0.287000   0.109808            NaN     34.900000               NaN       3.268000                   Transit                  <a refstr=JOFR_AMP_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...634A..29J/abstract target=ref>Jofr&eacute; et al. 2020</a>
      CoRoT-24       CoRoT-24 c      11.759000      0.098000   0.088000            NaN     28.000000               NaN       5.000000                   Transit                                 <a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>
      CoRoT-24       CoRoT-24 b       5.113400      0.056000   0.018000            NaN      5.700000               NaN       3.700000                   Transit                                 <a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>
    Kepler-287     Kepler-287 c      44.851896      0.246000   0.207659            NaN     66.000000               NaN       3.260000                   Transit                                     <a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>
    Kepler-287     Kepler-287 b      20.342199      0.145000   0.261147            NaN     83.000000               NaN       2.330000                   Transit                                     <a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>
    Kepler-391     Kepler-391 c      20.501000      0.164000   1.415858            NaN    450.000000               NaN       2.880000                   Transit                  <a refstr=JOFR_AMP_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...634A..29J/abstract target=ref>Jofr&eacute; et al. 2020</a>
    Kepler-391     Kepler-391 b       7.417500      0.083000   3.460987            NaN   1100.000000               NaN       2.500000                   Transit                  <a refstr=JOFR_AMP_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...634A..29J/abstract target=ref>Jofr&eacute; et al. 2020</a>
